,Tweets
0,"Diego Maradona’nın ‘86 Dünya Kupası’nda Belçika’nın içinden geçtiği efsane performansı.

Özellikle 01:00’a dikkat edilirse zeminin dümdüz top sürmeye bile izin vermeyecek kadar kötü halde olduğu görülür. Günümüz futbolunda çim boyuna bile dikkat ediliyor."
